"","Club","Div","GK","F1","F2","M1","M2","M3","M4","D1","D2","D3","D4","B1","B2","B3","B4","B5","B6","B7","Overall","Goalkeeper","Attacking","Midfield","Defense","Bench","LGmeanOvr","LGmeanAtt","LGmeanDef","OvrvsMean","AttvsMean","DefvsMean","homeGF","awayGF","homeGA","awayGA","homeDiff","awayDiff","GF","GA","Diff","LGmeanGoals","GFvsMean","GAvsMean","year"
"909","Porto","P1",82,80,80,85,83,81,81,84,83,78,77,79,79,78,78,77,75,75,81.2727272727273,82,80,82.5,80.5,77.2857142857143,73.5808080808081,74.3055555555556,73.1944444444444,7.69191919191918,5.69444444444444,7.30555555555556,2.41176470588235,1.94117647058824,0.529411764705882,0.647058823529412,1.88235294117647,1.29411764705882,2.17647058823529,0.588235294117647,1.58823529411765,1.34967320261438,0.826797385620915,0.761437908496732,"2019"
"910","Portsmouth","E2",66,69,69,68,67,67,66,69,67,66,66,68,66,65,65,65,65,64,67.2727272727273,66,69,67,67,65.4285714285714,66.1098484848485,65.8541666666667,65.8958333333333,1.16287878787878,3.14583333333333,1.10416666666667,1.82608695652174,1.78260869565217,0.956521739130435,1.26086956521739,0.869565217391304,0.521739130434782,1.80434782608696,1.10869565217391,0.695652173913043,1.32427536231884,0.480072463768116,0.215579710144927,"2019"
"911","Preston","E1",70,73,71,75,73,72,71,71,71,70,70,70,70,70,69,69,69,67,71.5454545454545,70,72,72.75,70.5,69.1428571428571,71.6212121212121,72.1875,71.3333333333333,-0.0757575757575779,-0.1875,-0.833333333333329,1.78260869565217,1.1304347826087,1.30434782608696,1.60869565217391,0.478260869565217,-0.478260869565218,1.45652173913043,1.45652173913043,-2.22044604925031e-16,1.33423913043478,0.122282608695652,-0.122282608695652,"2019"
"912","PSV Eindhoven","N1",80,81,80,77,77,77,75,77,77,76,75,79,74,74,74,74,73,73,77.4545454545455,80,80.5,76.5,76.25,74.4285714285714,70.8787878787879,72.1666666666667,69.8472222222222,6.57575757575758,8.33333333333333,6.40277777777777,3.41176470588235,2.35294117647059,0.411764705882353,1.11764705882353,3,1.23529411764706,2.88235294117647,0.764705882352941,2.11764705882353,1.73366013071895,1.14869281045752,0.968954248366013,"2019"
"913","QPR","E1",65,71,70,74,73,73,70,73,72,71,69,70,70,69,68,68,68,67,71,65,70.5,72.5,71.25,68.5714285714286,71.6212121212121,72.1875,71.3333333333333,-0.621212121212125,-1.6875,-0.0833333333333286,1.43478260869565,0.869565217391304,1.34782608695652,1.73913043478261,0.0869565217391304,-0.869565217391304,1.15217391304348,1.54347826086957,-0.391304347826087,1.33423913043478,-0.182065217391304,-0.209239130434783,"2019"
"914","Rangers","SC0",75,74,74,74,73,71,69,74,73,72,71,72,72,72,71,70,70,69,72.7272727272727,75,74,71.75,72.5,70.8571428571429,67.6439393939394,67.9583333333333,67.6041666666667,5.08333333333334,6.04166666666667,4.89583333333333,2.36842105263158,1.94736842105263,0.368421052631579,1.05263157894737,2,0.894736842105263,2.15789473684211,0.710526315789474,1.44736842105263,1.26754385964912,0.890350877192982,0.557017543859649,"2019"
"915","Rayo Majadahonda","SP2",66,70,66,71,68,67,67,72,71,69,68,67,66,66,66,66,65,65,68.6363636363636,66,68,68.25,70,65.8571428571429,70.5619834710744,70.6363636363636,70.0795454545455,-1.92561983471074,-2.63636363636364,-0.0795454545454533,1.0952380952381,1.0952380952381,1.0952380952381,1.80952380952381,0,-0.714285714285714,1.0952380952381,1.45238095238095,-0.357142857142857,1.08874458874459,0.00649350649350655,-0.363636363636364,"2019"
"916","RB Leipzig","D1",80,83,79,83,82,81,79,79,78,77,77,78,77,75,75,75,75,75,79.8181818181818,80,81,81.25,77.75,75.7142857142857,78.3030303030303,78.5,77.7222222222222,1.51515151515152,2.5,0.0277777777777715,2,1.70588235294118,0.529411764705882,1.17647058823529,1.47058823529412,0.529411764705882,1.85294117647059,0.852941176470588,1,1.58986928104575,0.263071895424837,0.736928104575163,"2019"
"917","Reading","E1",70,72,70,69,68,68,68,74,71,71,69,69,68,68,68,68,67,67,70,70,71,68.25,71.25,67.8571428571429,71.6212121212121,72.1875,71.3333333333333,-1.62121212121212,-1.1875,-0.0833333333333286,1.26086956521739,0.869565217391304,1.34782608695652,1.52173913043478,-0.0869565217391304,-0.652173913043478,1.06521739130435,1.43478260869565,-0.369565217391304,1.33423913043478,-0.269021739130435,-0.10054347826087,"2019"
"918","Real Madrid","SP1",89,88,88,91,90,88,81,91,88,86,84,87,85,85,83,83,80,80,87.6363636363636,89,88,87.5,87.25,83.2857142857143,79.2136363636364,80.325,78.275,8.42272727272727,7.675,8.97499999999999,1.68421052631579,1.63157894736842,0.789473684210526,1.63157894736842,0.894736842105263,0,1.65789473684211,1.21052631578947,0.447368421052632,1.29342105263158,0.364473684210526,0.0828947368421054,"2019"
"919","Red Star","F2",66,70,65,70,69,68,67,65,64,64,63,67,66,66,64,64,63,63,66.4545454545455,66,67.5,68.5,64,64.7142857142857,68.0227272727273,68.7,67.525,-1.56818181818183,-1.2,-3.52500000000001,0.789473684210526,0.684210526315789,1.73684210526316,1.31578947368421,-0.947368421052632,-0.631578947368421,0.736842105263158,1.52631578947368,-0.789473684210526,1.09736842105263,-0.360526315789474,-0.428947368421053,"2019"
"920","Regensburg","D2",70,71,70,69,68,68,67,70,68,68,68,68,67,67,66,66,66,65,68.8181818181818,70,70.5,68,68.5,66.4285714285714,70.6313131313131,70.6944444444444,70.6111111111111,-1.81313131313132,-0.194444444444443,-2.11111111111111,1.11764705882353,2.11764705882353,1.35294117647059,1.82352941176471,-0.235294117647059,0.294117647058824,1.61764705882353,1.58823529411765,0.0294117647058822,1.47712418300654,0.140522875816993,-0.111111111111111,"2019"
"921","Reims","F1",73,74,73,74,71,71,71,75,75,73,72,72,71,69,69,69,68,67,72.9090909090909,73,73.5,71.75,73.75,69.2857142857143,76.3409090909091,76.875,75.625,-3.43181818181819,-3.375,-1.875,1.10526315789474,0.947368421052632,0.947368421052632,1.26315789473684,0.157894736842105,-0.315789473684211,1.02631578947368,1.10526315789474,-0.0789473684210524,1.27894736842105,-0.252631578947368,0.173684210526316,"2019"
"922","Rennes","F1",76,79,76,79,77,77,77,77,75,75,74,76,73,73,73,73,72,71,76.5454545454545,76,77.5,77.5,75.25,73,76.3409090909091,76.875,75.625,0.204545454545453,0.625,-0.375,1.42105263157895,1.47368421052632,0.947368421052632,1.78947368421053,0.473684210526316,-0.315789473684211,1.44736842105263,1.36842105263158,0.0789473684210524,1.27894736842105,0.168421052631579,-0.0894736842105264,"2019"
"923","Reus Deportiu","SP2",73,69,62,70,70,68,68,70,68,68,68,68,67,67,66,66,65,64,68.5454545454545,73,65.5,69,68.5,66.1428571428571,70.5619834710744,70.6363636363636,70.0795454545455,-2.01652892561984,-5.13636363636364,-1.57954545454545,0.380952380952381,0.380952380952381,1.19047619047619,1.0952380952381,-0.80952380952381,-0.714285714285714,0.380952380952381,1.14285714285714,-0.761904761904762,1.08874458874459,-0.707792207792208,-0.054112554112554,"2019"
"924","Rio Ave","P1",71,78,73,75,73,72,69,71,71,71,69,73,72,71,70,70,70,68,72.0909090909091,71,75.5,72.25,70.5,70.5714285714286,73.5808080808081,74.3055555555556,73.1944444444444,-1.48989898989899,1.19444444444444,-2.69444444444444,1.52941176470588,1.41176470588235,1.64705882352941,1.41176470588235,-0.117647058823529,0,1.47058823529412,1.52941176470588,-0.0588235294117645,1.34967320261438,0.120915032679739,-0.179738562091503,"2019"
"925","Rizespor","T1",72,74,72,76,75,72,72,70,69,69,68,72,71,70,68,68,68,68,71.7272727272727,72,73,73.75,69,69.2857142857143,73.6919191919192,74.4166666666667,72.7638888888889,-1.96464646464646,-1.41666666666667,-3.76388888888889,1.58823529411765,1.23529411764706,1.41176470588235,1.52941176470588,0.176470588235294,-0.294117647058823,1.41176470588235,1.47058823529412,-0.0588235294117649,1.34313725490196,0.0686274509803921,-0.127450980392157,"2019"
"926","Rochdale","E2",64,68,63,68,67,67,66,66,66,64,63,65,64,64,64,63,62,62,65.6363636363636,64,65.5,67,64.75,63.4285714285714,66.1098484848485,65.8541666666667,65.8958333333333,-0.473484848484844,-0.354166666666671,-1.14583333333333,1.08695652173913,1.26086956521739,1.60869565217391,2.17391304347826,-0.521739130434783,-0.913043478260869,1.17391304347826,1.89130434782609,-0.717391304347826,1.32427536231884,-0.15036231884058,-0.567028985507246,"2019"
"927","Roma","I1",80,85,82,83,82,82,81,85,82,82,82,82,81,78,78,77,77,77,82.3636363636364,80,83.5,82,82.75,78.5714285714286,78.0954545454545,80.3,77.1125,4.26818181818182,3.2,5.6375,2.26315789473684,1.21052631578947,1.36842105263158,1.15789473684211,0.894736842105263,0.0526315789473684,1.73684210526316,1.26315789473684,0.473684210526316,1.34078947368421,0.396052631578947,0.0776315789473685,"2019"
"928","Rotherham","E1",68,67,66,70,68,68,67,68,68,68,67,67,67,67,67,66,66,65,67.7272727272727,68,66.5,68.25,67.75,66.4285714285714,71.6212121212121,72.1875,71.3333333333333,-3.89393939393939,-5.6875,-3.58333333333333,1.39130434782609,0.869565217391304,1.65217391304348,1.95652173913043,-0.260869565217391,-1.08695652173913,1.1304347826087,1.80434782608696,-0.673913043478261,1.33423913043478,-0.203804347826087,-0.470108695652174,"2019"
"929","Salernitana","I2",70,73,69,72,72,71,68,71,70,69,68,68,68,68,68,68,67,67,70.2727272727273,70,71,70.75,69.5,67.7142857142857,69.4641148325359,70.4473684210526,69.0526315789474,0.808612440191382,0.55263157894737,0.44736842105263,1.44444444444444,0.833333333333333,1.38888888888889,1.77777777777778,0.0555555555555556,-0.944444444444444,1.13888888888889,1.58333333333333,-0.444444444444444,1.29678362573099,-0.157894736842105,-0.286549707602339,"2019"
"930","Sampdoria","I1",74,81,79,79,78,76,76,77,76,74,74,78,76,76,73,73,73,72,76.7272727272727,74,80,77.25,75.25,74.4285714285714,78.0954545454545,80.3,77.1125,-1.36818181818181,-0.299999999999997,-1.8625,1.47368421052632,1.68421052631579,0.842105263157895,1.84210526315789,0.631578947368421,-0.157894736842105,1.57894736842105,1.34210526315789,0.236842105263158,1.34078947368421,0.238157894736842,-0.00131578947368416,"2019"
"931","Sandhausen","D2",70,70,69,72,69,68,68,72,71,71,71,70,69,69,68,68,67,67,70.0909090909091,70,69.5,69.25,71.25,68.2857142857143,70.6313131313131,70.6944444444444,70.6111111111111,-0.540404040404042,-1.19444444444444,0.638888888888886,1.29411764705882,1.35294117647059,1.23529411764706,1.82352941176471,0.0588235294117647,-0.470588235294118,1.32352941176471,1.52941176470588,-0.205882352941176,1.47712418300654,-0.15359477124183,-0.0522875816993462,"2019"
"932","Santa Clara","P1",71,73,72,72,71,68,68,71,70,69,68,71,69,68,68,67,67,67,70.2727272727273,71,72.5,69.75,69.5,68.1428571428571,73.5808080808081,74.3055555555556,73.1944444444444,-3.30808080808082,-1.80555555555556,-3.69444444444444,1.41176470588235,1.11764705882353,1.52941176470588,1.11764705882353,-0.117647058823529,0,1.26470588235294,1.32352941176471,-0.0588235294117647,1.34967320261438,-0.0849673202614381,0.0261437908496733,"2019"
"933","Sassuolo","I1",82,78,76,81,75,75,75,75,75,75,72,75,74,74,72,72,72,71,76.2727272727273,82,77,76.5,74.25,72.8571428571429,78.0954545454545,80.3,77.1125,-1.82272727272728,-3.3,-2.8625,1.73684210526316,1.05263157894737,1.73684210526316,1.42105263157895,0,-0.368421052631579,1.39473684210526,1.57894736842105,-0.184210526315789,1.34078947368421,0.0539473684210527,-0.238157894736842,"2019"
"934","Schalke 04","D1",83,80,79,80,79,78,78,85,82,81,79,79,77,77,76,75,74,74,80.3636363636364,83,79.5,78.75,81.75,76,78.3030303030303,78.5,77.7222222222222,2.06060606060606,1,4.02777777777777,0.941176470588235,1.23529411764706,1.64705882352941,1.58823529411765,-0.705882352941176,-0.352941176470588,1.08823529411765,1.61764705882353,-0.529411764705882,1.58986928104575,-0.501633986928104,-0.0277777777777779,"2019"
"935","Scunthorpe","E2",67,66,62,70,67,67,67,68,65,65,63,67,66,65,64,63,61,61,66.0909090909091,67,64,67.75,65.25,63.8571428571429,66.1098484848485,65.8541666666667,65.8958333333333,-0.0189393939393909,-1.85416666666667,-0.645833333333329,1.34782608695652,0.956521739130435,1.82608695652174,1.78260869565217,-0.478260869565217,-0.826086956521739,1.15217391304348,1.80434782608696,-0.652173913043478,1.32427536231884,-0.172101449275362,-0.480072463768116,"2019"
"936","Setubal","P1",71,73,69,75,73,72,70,75,72,72,71,70,70,70,69,69,68,68,72.0909090909091,71,71,72.5,72.5,69.1428571428571,73.5808080808081,74.3055555555556,73.1944444444444,-1.48989898989899,-3.30555555555556,-0.694444444444443,0.764705882352941,0.882352941176471,1.05882352941176,1.23529411764706,-0.294117647058824,-0.352941176470588,0.823529411764706,1.14705882352941,-0.323529411764706,1.34967320261438,-0.526143790849673,0.202614379084967,"2019"
"937","Sevilla","SP1",80,82,80,84,83,82,82,81,79,78,78,80,79,79,79,79,77,76,80.8181818181818,80,81,82.75,79,78.4285714285714,79.2136363636364,80.325,78.275,1.60454545454544,0.674999999999997,0.724999999999994,2.05263157894737,1.21052631578947,1.05263157894737,1.42105263157895,1,-0.210526315789474,1.63157894736842,1.23684210526316,0.394736842105263,1.29342105263158,0.338157894736842,0.0565789473684211,"2019"
"938","Sheffield United","E1",72,71,71,74,73,71,71,73,72,72,72,71,70,69,68,68,68,68,72,72,71,72.25,72.25,68.8571428571429,71.6212121212121,72.1875,71.3333333333333,0.378787878787875,-1.1875,0.916666666666671,1.82608695652174,1.56521739130435,0.739130434782609,1.04347826086957,1.08695652173913,0.521739130434783,1.69565217391304,0.891304347826087,0.804347826086957,1.33423913043478,0.361413043478261,0.442934782608696,"2019"
"939","Sheffield Weds","E1",73,74,73,73,73,72,71,72,71,68,68,71,70,70,69,69,69,69,71.6363636363636,73,73.5,72.25,69.75,69.5714285714286,71.6212121212121,72.1875,71.3333333333333,0.0151515151515156,1.3125,-1.58333333333333,1.47826086956522,1.1304347826087,1.17391304347826,1.52173913043478,0.304347826086956,-0.391304347826087,1.30434782608696,1.34782608695652,-0.0434782608695654,1.33423913043478,-0.0298913043478259,-0.0135869565217395,"2019"
"940","Shrewsbury","E2",63,63,63,67,67,66,65,67,66,66,64,64,64,63,63,63,62,62,65.1818181818182,63,63,66.25,65.75,63,66.1098484848485,65.8541666666667,65.8958333333333,-0.928030303030297,-2.85416666666667,-0.145833333333329,1.08695652173913,1.1304347826087,1.08695652173913,1.47826086956522,0,-0.347826086956522,1.10869565217391,1.28260869565217,-0.173913043478261,1.32427536231884,-0.215579710144927,0.0416666666666667,"2019"
"941","Sivasspor","T1",69,74,72,73,73,72,72,73,72,71,71,71,69,69,69,69,68,67,72,69,73,72.5,71.75,68.8571428571429,73.6919191919192,74.4166666666667,72.7638888888889,-1.6919191919192,-1.41666666666667,-1.01388888888889,1.41176470588235,1.47058823529412,1.05882352941176,2.11764705882353,0.352941176470588,-0.647058823529412,1.44117647058824,1.58823529411765,-0.147058823529412,1.34313725490196,0.0980392156862748,-0.245098039215687,"2019"
"942","Sochaux","F2",67,70,68,69,66,65,64,70,67,67,66,66,65,65,65,63,61,61,67.1818181818182,67,69,66,67.5,63.7142857142857,68.0227272727273,68.7,67.525,-0.840909090909093,0.299999999999997,-0.0250000000000057,0.842105263157895,0.578947368421053,1.21052631578947,1.05263157894737,-0.368421052631579,-0.473684210526316,0.710526315789474,1.13157894736842,-0.421052631578947,1.09736842105263,-0.386842105263158,-0.0342105263157895,"2019"
"943","Sociedad","SP1",80,82,80,84,80,76,76,77,77,76,76,80,78,75,75,75,75,74,78.5454545454545,80,81,79,76.5,76,79.2136363636364,80.325,78.275,-0.668181818181822,0.674999999999997,-1.77500000000001,1.21052631578947,1.15789473684211,1.05263157894737,1.36842105263158,0.157894736842105,-0.210526315789474,1.18421052631579,1.21052631578947,-0.0263157894736843,1.29342105263158,-0.10921052631579,0.0828947368421054,"2019"
"944","Southampton","E0",77,77,77,79,78,78,77,80,79,77,76,76,76,76,75,75,75,74,77.7272727272727,77,77,78,78,75.2857142857143,79.6772727272727,80.225,78.8375,-1.94999999999999,-3.22499999999999,-0.837500000000006,1.42105263157895,0.947368421052632,1.57894736842105,1.84210526315789,-0.157894736842105,-0.894736842105263,1.18421052631579,1.71052631578947,-0.526315789473684,1.41052631578947,-0.226315789473684,-0.3,"2019"
"945","Southend","E2",66,65,65,68,67,67,66,67,67,66,64,64,64,64,63,63,63,63,66.1818181818182,66,65,67,66,63.4285714285714,66.1098484848485,65.8541666666667,65.8958333333333,0.0719696969697026,-0.854166666666671,0.104166666666671,1.39130434782609,1,1.47826086956522,1.47826086956522,-0.0869565217391304,-0.478260869565217,1.19565217391304,1.47826086956522,-0.282608695652174,1.32427536231884,-0.128623188405797,-0.153985507246377,"2019"
"946","Sp Braga","P1",78,78,78,79,78,78,75,80,78,77,75,77,77,75,75,75,75,74,77.6363636363636,78,78,77.5,77.5,75.4285714285714,73.5808080808081,74.3055555555556,73.1944444444444,4.05555555555556,3.69444444444444,4.30555555555556,1.88235294117647,1.41176470588235,0.882352941176471,1.29411764705882,1,0.117647058823529,1.64705882352941,1.08823529411765,0.558823529411764,1.34967320261438,0.297385620915033,0.261437908496732,"2019"
"947","Sp Gijon","SP2",76,74,70,74,74,74,73,73,73,73,72,72,72,70,70,69,68,66,73.2727272727273,76,72,73.75,72.75,69.5714285714286,70.5619834710744,70.6363636363636,70.0795454545455,2.71074380165288,1.36363636363636,2.67045454545455,1.0952380952381,0.952380952380952,0.80952380952381,1,0.285714285714286,-0.0476190476190477,1.02380952380952,0.904761904761905,0.119047619047619,1.08874458874459,-0.0649350649350651,0.183982683982684,"2019"
"948","Sp Lisbon","P1",82,83,76,84,81,79,79,82,81,80,77,78,77,77,76,76,76,75,80.3636363636364,82,79.5,80.75,80,76.4285714285714,73.5808080808081,74.3055555555556,73.1944444444444,6.78282828282828,5.19444444444444,6.80555555555556,2.23529411764706,2,0.764705882352941,1.17647058823529,1.47058823529412,0.823529411764706,2.11764705882353,0.970588235294118,1.14705882352941,1.34967320261438,0.76797385620915,0.379084967320262,"2019"
"949","Spal","I1",76,76,76,78,76,75,75,75,73,73,72,76,75,74,73,71,71,71,75,76,76,76,73.25,73,78.0954545454545,80.3,77.1125,-3.09545454545454,-4.3,-3.8625,1.05263157894737,1.26315789473684,1.36842105263158,1.57894736842105,-0.315789473684211,-0.315789473684211,1.15789473684211,1.47368421052632,-0.315789473684211,1.34078947368421,-0.182894736842105,-0.132894736842105,"2019"
"950","Spezia","I2",72,71,67,69,69,67,67,72,68,68,67,66,66,66,66,66,65,65,68.8181818181818,72,69,68,68.75,65.7142857142857,69.4641148325359,70.4473684210526,69.0526315789474,-0.645933014354071,-1.44736842105263,-0.30263157894737,1.72222222222222,1.22222222222222,1,1.55555555555556,0.722222222222222,-0.333333333333333,1.47222222222222,1.27777777777778,0.194444444444445,1.29678362573099,0.175438596491228,0.0190058479532165,"2019"
"951","St Etienne","F1",84,78,75,79,78,76,76,80,78,75,73,76,73,73,72,70,69,68,77.4545454545455,84,76.5,77.25,76.5,71.5714285714286,76.3409090909091,76.875,75.625,1.11363636363636,-0.375,0.875,1.78947368421053,1.31578947368421,0.736842105263158,1.42105263157895,1.05263157894737,-0.105263157894737,1.55263157894737,1.07894736842105,0.473684210526316,1.27894736842105,0.273684210526316,0.2,"2019"
"952","St Johnstone","SC0",66,68,65,68,67,66,66,68,66,66,64,64,64,64,63,63,62,62,66.3636363636364,66,66.5,66.75,66,63.1428571428571,67.6439393939394,67.9583333333333,67.6041666666667,-1.28030303030303,-1.45833333333333,-1.60416666666667,1.21052631578947,0.789473684210526,1.10526315789474,1.42105263157895,0.105263157894737,-0.631578947368421,1,1.26315789473684,-0.263157894736842,1.26754385964912,-0.267543859649123,0.00438596491228083,"2019"
